Sale_ID,Sale_Date,Customer_Name,Customer_Age_Group,Gender,City,State,Item_Name,Category,Original_Price,Discount_Percent,Discounted_Price,Quantity,Payment_Mode,Profit
BF01217,09-01-2024,Jason Ferguson,46-60,Male,Port Summerchester,Oklahoma,Smile,Toys,37985,41,22411.15,3,UPI,5014.92
BF01218,19-08-2024,Daniel Franco,26-35,Male,Port Carolyn,Illinois,Then,Clothing,961,44,538.16,2,Credit Card,64.06
BF01219,08-04-2024,Victoria Long,36-45,Female,Chasefort,New York,Government,Sports,46872,53,22029.84,1,Cash,2193.54
BF01220,09-03-2024,Joseph Blake,18-25,Other,Cooperbury,Nevada,Determine,Beauty,18930,26,14008.2,3,Cash,3152.47
BF01221,09-02-2024,Haley Miller,26-35,Male,East Sarahborough,Vermont,Include,Toys,49412,21,39035.48,3,Credit Card,2570.47
BF01222,18-12-2023,Jennifer Peters,26-35,Female,Garciafort,West Virginia,Method,Electronics,40730,13,35435.1,3,UPI,6584.35
BF01223,13-05-2024,Kenneth Blake,60+,Female,Johnsonfort,Pennsylvania,House,Toys,38501,12,33880.88,1,Credit Card,5232.42
BF01224,05-02-2024,James Sanders,26-35,Male,Carlosbury,Indiana,Enough,Home Appliances,13560,43,7729.2,3,Debit Card,706.8
BF01225,26-07-2024,David Robinson,46-60,Female,Cameronbury,Vermont,Sure,Toys,12504,70,3751.2,2,Debit Card,607.46
BF01226,04-07-2024,Anne Martin,46-60,Female,Kirkmouth,New Jersey,Former,Electronics,23357,57,10043.51,3,Cash,2296.51
BF01227,05-02-2024,Justin Thompson,26-35,Female,Moonfort,Arizona,These,Toys,38914,50,19457,4,Cash,1271.76
BF01228,13-03-2024,Pam Cobb,46-60,Male,North Zachary,Ohio,Four,Electronics,42135,36,26966.4,4,Credit Card,3510.81
BF01229,07-11-2023,Mr. Joshua Browning DVM,46-60,Other,Alexanderchester,Illinois,Technology,Home Appliances,32339,77,7437.97,3,Cash,806.11
BF01230,17-08-2024,Joseph Hernandez,60+,Female,Jenniferchester,Pennsylvania,Against,Sports,19196,12,16892.48,4,Debit Card,2735.07
BF01231,01-06-2024,Kathy Sanchez,26-35,Male,New Derek,Nevada,Set,Home Appliances,24809,49,12652.59,2,Gift Card,3045.82
BF01232,15-11-2023,Anthony Pearson,46-60,Female,Ericborough,Mississippi,Color,Toys,40373,25,30279.75,1,Debit Card,5040.24
BF01233,21-04-2024,Stephanie Williams,60+,Other,Colemouth,South Carolina,Issue,Electronics,27556,42,15982.48,4,Gift Card,2186.23
BF01234,31-05-2024,Logan Hobbs,26-35,Other,Laurenfort,New York,Public,Sports,38122,70,11436.6,3,Credit Card,945.79
BF01235,13-02-2024,Jeffrey Landry,46-60,Male,Davidfurt,Nebraska,Theory,Toys,17040,15,14484,3,Debit Card,3443.38
BF01236,16-11-2023,Brian Dunn,26-35,Other,Figueroaport,Colorado,Land,Home Appliances,8135,10,7321.5,1,Cash,978.65
BF01237,21-01-2024,Zachary Stephens,26-35,Male,East Sarah,New Mexico,Eye,Beauty,8755,24,6653.8,3,Credit Card,1363.28
BF01238,29-02-2024,Ashley Rodriguez,26-35,Male,Johnshire,Tennessee,Issue,Sports,41135,40,24681,1,Credit Card,5569.7
BF01239,23-09-2024,Joseph Harris,18-25,Male,North Caleb,Alaska,Especially,Electronics,46829,16,39336.36,4,Gift Card,3907.91
BF01240,20-06-2024,Steven Bowman,60+,Male,Paulhaven,West Virginia,Office,Beauty,36704,43,20921.28,1,Gift Card,3724.02
BF01241,05-02-2024,David Stevens,60+,Male,Chanberg,Hawaii,Response,Toys,20067,64,7224.12,2,Credit Card,1284.07
BF01242,24-11-2023,David Smith,46-60,Male,North Chrisville,Minnesota,Wide,Clothing,15019,20,12015.2,1,Gift Card,678.01
BF01243,15-10-2023,Robert Turner,46-60,Female,South Pamela,Maryland,Voice,Beauty,17525,12,15422,1,Debit Card,2456.15
BF01244,23-06-2024,Gary Martin,36-45,Female,Lucastown,Missouri,Cell,Home Appliances,38795,76,9310.8,1,Credit Card,1830.08
BF01245,01-11-2023,Donna Wilson,18-25,Male,South Margaret,Illinois,Someone,Sports,9787,73,2642.49,2,UPI,416.74
BF01246,18-02-2024,Ricardo Harris,60+,Female,East Anthony,Nevada,Allow,Electronics,1612,42,934.96,2,Credit Card,218.59
BF01247,10-10-2024,Helen Wilson,36-45,Male,Lake Jamesport,Delaware,Pattern,Electronics,49445,68,15822.4,4,Credit Card,930.25
BF01248,11-01-2024,Brandy Collins,60+,Female,East Brian,Massachusetts,It,Clothing,47161,28,33955.92,2,Credit Card,6663.29
BF01249,09-04-2024,Sharon Lopez,26-35,Male,Hillberg,Iowa,Statement,Clothing,21706,31,14977.14,1,Debit Card,3060.25
BF01250,13-07-2024,Brittany Stark,26-35,Male,West Randyfort,West Virginia,Point,Toys,36667,12,32266.96,4,Debit Card,5484.78
BF01251,03-09-2024,Jeremy Solis,46-60,Female,Caseystad,New York,Whom,Beauty,36740,16,30861.6,1,Cash,5525.13
BF01252,12-09-2024,Cynthia Watkins,36-45,Female,South Rachelview,Pennsylvania,Fact,Sports,16413,20,13130.4,1,Credit Card,1954.81
BF01253,26-09-2024,Richard Calhoun,46-60,Female,Maxwellbury,New York,Travel,Sports,38550,59,15805.5,1,Gift Card,3852.26
BF01254,05-07-2024,Howard Werner,18-25,Male,Phillipsberg,Florida,Candidate,Beauty,28211,31,19465.59,2,Debit Card,2166
BF01255,05-09-2024,Robert Brown,18-25,Other,New Ryan,Iowa,Daughter,Sports,26859,79,5640.39,3,Debit Card,892.24
BF01256,08-12-2023,Jesus Schultz,26-35,Male,Stephensonview,Hawaii,Almost,Sports,29516,39,18004.76,1,UPI,2082.75
BF01257,30-04-2024,Karen Smith,36-45,Female,Lake Karen,Wisconsin,Too,Clothing,28732,76,6895.68,3,Credit Card,1590.42
BF01258,03-03-2024,Jeremy Herrera,18-25,Other,Lake Taylor,Colorado,Kind,Sports,12840,38,7960.8,3,Cash,1724.03
BF01259,14-12-2023,Mary Martinez,18-25,Male,New Jane,Oklahoma,Technology,Electronics,31842,10,28657.8,2,Cash,5939.88
BF01260,09-10-2024,John Williams,60+,Other,South Laurieburgh,Hawaii,Place,Beauty,12628,43,7197.96,4,Gift Card,667.77
BF01261,10-10-2024,Courtney Jacobs,26-35,Female,Cannontown,New Mexico,Court,Electronics,4924,55,2215.8,3,Debit Card,161.91
BF01262,04-03-2024,Kelly Rivera,18-25,Other,Harrisonville,Idaho,Change,Beauty,3174,37,1999.62,3,Credit Card,364.46
BF01263,07-10-2024,Julie Herring,46-60,Other,Delgadoburgh,New York,Health,Clothing,6465,70,1939.5,3,Gift Card,124.66
BF01264,22-03-2024,Mary Coleman,36-45,Female,New Melanie,Wyoming,Meeting,Sports,49824,14,42848.64,3,Gift Card,6418.17
BF01265,02-01-2024,Shawna Valencia,46-60,Female,Lindseymouth,Arkansas,Term,Toys,14494,68,4638.08,3,Gift Card,997.75
BF01266,30-04-2024,Caleb Arnold,36-45,Male,Reneeview,Hawaii,Woman,Clothing,45515,38,28219.3,2,Gift Card,4972.71
BF01267,22-05-2024,Kyle Moore,26-35,Other,East Coryland,Washington,Present,Electronics,48768,67,16093.44,3,Cash,1912.47
BF01268,20-01-2024,Sheila Coleman,26-35,Female,South Charles,North Dakota,Million,Clothing,3820,62,1451.6,3,UPI,158.93
BF01269,29-01-2024,Christine Moore,46-60,Female,Darrenville,Louisiana,Set,Clothing,24263,22,18925.14,1,UPI,2812.79
BF01270,19-08-2024,Stephen Kim,18-25,Male,Vargasmouth,South Dakota,Personal,Beauty,9243,15,7856.55,1,Gift Card,431.7
BF01271,29-06-2024,Megan Sanchez,26-35,Female,New Carlbury,North Dakota,Board,Clothing,25418,30,17792.6,2,Gift Card,3243.05
BF01272,04-06-2024,Cheryl Rios,60+,Female,East Jenniferton,Ohio,Yard,Home Appliances,24067,33,16124.89,3,Credit Card,1505.73
BF01273,15-07-2024,Lisa Galloway,18-25,Other,Cochranview,Michigan,Speech,Beauty,47979,73,12954.33,3,Debit Card,1522.71
BF01274,26-12-2023,Teresa Baker,26-35,Other,West Brandi,Iowa,Source,Toys,17764,35,11546.6,1,Gift Card,1975.83
BF01275,13-01-2024,Jorge Riddle,36-45,Other,Smithbury,Virginia,Community,Electronics,9811,65,3433.85,4,Gift Card,446.43
BF01276,05-04-2024,Edwin Hopkins,18-25,Male,Wheelerstad,Maryland,Nearly,Home Appliances,25854,67,8531.82,3,Debit Card,697.03
BF01277,24-08-2024,Mary Garcia,46-60,Male,Port Carolynfurt,Virginia,What,Toys,26842,77,6173.66,1,Cash,596.54
BF01278,21-04-2024,Dylan Mitchell,46-60,Male,Burnsland,South Dakota,Sign,Beauty,14605,58,6134.1,2,Credit Card,362.56
BF01279,05-10-2024,Mr. Matthew Wilson DVM,46-60,Female,New Meganside,Michigan,Meeting,Toys,32039,73,8650.53,3,Cash,501.15
BF01280,21-12-2023,Matthew Quinn,60+,Other,Lake Kevin,Wisconsin,Ask,Home Appliances,26599,33,17821.33,3,Cash,1224.23
BF01281,15-11-2023,Crystal Rodriguez,46-60,Male,Carterview,Minnesota,Party,Sports,24691,43,14073.87,1,Gift Card,2511.84
BF01282,29-04-2024,Timothy Martin,18-25,Male,Hartfort,Missouri,Knowledge,Home Appliances,35229,76,8454.96,4,Debit Card,570.48
BF01283,11-11-2023,Shannon Hunter,36-45,Female,Bartonport,Wyoming,Daughter,Sports,38161,12,33581.68,2,Credit Card,1725.67
BF01284,20-06-2024,Jason Ortiz,26-35,Other,Port James,Missouri,Eight,Electronics,32920,19,26665.2,4,Credit Card,2091.2
BF01285,12-06-2024,Scott Ware,26-35,Male,Santiagochester,Kansas,Pay,Home Appliances,22679,34,14968.14,1,Credit Card,2354.17
BF01286,01-10-2024,Laura Brady,26-35,Other,Leviborough,North Dakota,Top,Clothing,39907,32,27136.76,2,UPI,4320.1
BF01287,30-04-2024,Mr. Corey Tyler,36-45,Female,Port Michael,Wyoming,If,Home Appliances,45640,63,16886.8,3,Debit Card,1221.84
BF01288,03-08-2024,Dennis Jackson,26-35,Female,Walkerbury,Kansas,Yet,Electronics,43154,37,27187.02,4,Gift Card,6288.01
BF01289,24-06-2024,Alexis Bates,18-25,Other,New Dawnchester,Kentucky,Identify,Home Appliances,21810,60,8724,2,Cash,1863.08
BF01290,18-07-2024,Jeremy Kim,46-60,Other,Lake Christopherchester,New York,Spring,Electronics,6096,68,1950.72,2,Cash,295.21
BF01291,13-05-2024,Edwin Cunningham,60+,Other,North Johnfurt,Idaho,Guess,Sports,28595,77,6576.85,1,UPI,1320.19
BF01292,20-10-2023,John Erickson Jr.,46-60,Male,Ortizton,Rhode Island,Throw,Beauty,32823,47,17396.19,4,UPI,1912.32
BF01293,13-06-2024,Elizabeth Wilson,36-45,Female,East Madeline,Montana,Stand,Clothing,25270,14,21732.2,4,Debit Card,3002.87
BF01294,18-12-2023,Mr. Steven Hernandez,46-60,Female,North Emilyfort,Mississippi,Account,Toys,25425,36,16272,1,Gift Card,2958.03
BF01295,13-11-2023,Brittney Colon,36-45,Male,East Joseph,North Carolina,Save,Home Appliances,22524,18,18469.68,4,Gift Card,1314.43
BF01296,11-07-2024,Kelly Erickson,36-45,Female,North Katherine,Missouri,Society,Electronics,1083,68,346.56,3,Gift Card,72.67
BF01297,17-06-2024,Mark Smith,60+,Female,North Dennisbury,Utah,Bill,Sports,37178,13,32344.86,2,UPI,4208.71
BF01298,21-01-2024,Lisa Cooper,46-60,Female,North Noah,Tennessee,Mrs,Toys,41382,41,24415.38,3,Debit Card,2979.74
BF01299,31-10-2023,Jason Morales,18-25,Female,Lake Randy,Idaho,Bad,Toys,9332,26,6905.68,4,Debit Card,1429.78
BF01300,06-09-2024,Mason Diaz,60+,Female,Lisaton,Wyoming,Attorney,Electronics,39727,44,22247.12,4,Debit Card,4218.76
BF01301,05-11-2023,Glenda Hall,46-60,Male,Lake Kevin,Massachusetts,One,Clothing,46278,15,39336.3,1,Gift Card,8673.24
BF01302,11-02-2024,Luis Cole,46-60,Male,Smallshire,Wisconsin,While,Toys,14443,50,7221.5,3,Cash,1204.85
BF01303,05-12-2023,Adrian Floyd,36-45,Other,Hullshire,Idaho,Begin,Clothing,16133,42,9357.14,3,Credit Card,2253.7
BF01304,23-10-2023,Melissa Harris,18-25,Female,Sampsonview,Wisconsin,Region,Beauty,32364,59,13269.24,1,Cash,2246.72
BF01305,23-03-2024,Laurie Oconnor,60+,Male,Port Frankmouth,Mississippi,Beat,Toys,45160,29,32063.6,3,Gift Card,3300.95
BF01306,07-02-2024,Lisa Berry,46-60,Female,Thomaston,Massachusetts,House,Clothing,39548,66,13446.32,2,Gift Card,2445.53
BF01307,24-01-2024,Samuel Barnes,36-45,Female,Joneston,Michigan,Decade,Beauty,8169,70,2450.7,4,Gift Card,196.34
BF01308,27-08-2024,Brandon Brock,18-25,Male,West Dawn,Maine,Media,Electronics,34594,28,24907.68,2,Debit Card,3595.97
BF01309,27-05-2024,Thomas Chambers,36-45,Male,Cindybury,Ohio,Dream,Home Appliances,4829,71,1400.41,4,UPI,236.91
BF01310,08-12-2023,Robert Martinez,18-25,Other,New Kimberlyport,Louisiana,Reason,Home Appliances,21978,11,19560.42,1,Debit Card,1476.32
BF01311,14-07-2024,Curtis Wolfe,26-35,Male,New Christopher,New Mexico,Bag,Toys,16293,57,7005.99,2,Cash,1168.74
BF01312,28-12-2023,Dawn Hale,60+,Female,East Matthew,Kentucky,Degree,Sports,5734,28,4128.48,3,UPI,214.91
BF01313,12-01-2024,Kelly Webb,36-45,Other,Lake Alexanderhaven,Rhode Island,Mr,Beauty,47018,67,15515.94,1,Credit Card,3339.15
BF01314,01-09-2024,Paul Hill,46-60,Female,New Tonyaview,Nebraska,Fly,Home Appliances,42967,29,30506.57,3,Cash,2815.15
BF01315,12-11-2023,Karen Alvarez,46-60,Other,Amandabury,Arizona,Room,Clothing,16915,77,3890.45,2,Credit Card,531.84
BF01316,30-10-2023,Aaron Welch,18-25,Other,Nicholasmouth,Arkansas,Need,Beauty,19437,65,6802.95,3,UPI,1034.76
BF01317,17-02-2024,Brian Clark,26-35,Female,Danielchester,Maryland,Quite,Beauty,33088,22,25808.64,1,UPI,4572.9
BF01318,13-02-2024,Tina Obrien,26-35,Male,North Jeffreyberg,Vermont,Short,Sports,48037,48,24979.24,4,Credit Card,4341.17
BF01319,01-07-2024,Eric Hancock,26-35,Female,Davidtown,New York,Citizen,Beauty,31508,38,19534.96,2,Cash,4497.34
BF01320,10-03-2024,Anne Jackson,46-60,Male,Michaelfort,California,Life,Home Appliances,21353,53,10035.91,1,Cash,1048.76
BF01321,25-06-2024,Julie Perez,60+,Other,Port Edwardville,South Dakota,Drop,Toys,24693,29,17532.03,2,UPI,2094.4
BF01322,22-11-2023,Erika Wells,60+,Female,Robertsonside,Virginia,Side,Clothing,1446,23,1113.42,4,Cash,256.1
BF01323,01-03-2024,Frank Garza,18-25,Female,South Ryanville,Oregon,Class,Home Appliances,44609,35,28995.85,2,Credit Card,1969.8
BF01324,02-10-2024,Sean Hart,46-60,Male,Delacruztown,Idaho,Enter,Home Appliances,26869,31,18539.61,3,UPI,1474.41
BF01325,27-03-2024,Steven Holt,18-25,Male,West Angelstad,Colorado,Herself,Home Appliances,38824,79,8153.04,4,Debit Card,1538.1
BF01326,16-06-2024,Deborah Wu,60+,Other,Wilsonmouth,Missouri,Including,Home Appliances,977,14,840.22,3,Debit Card,125.91
BF01327,11-11-2023,Joseph Barnett,18-25,Other,Lake Jason,Louisiana,TRUE,Clothing,45967,10,41370.3,3,Credit Card,9567.15
BF01328,16-01-2024,Barbara Bennett,36-45,Male,West Jasonhaven,Florida,Gas,Toys,44880,28,32313.6,1,Cash,7059.31
BF01329,11-04-2024,Stacy Woods,60+,Male,Josephtown,Arizona,Through,Electronics,6377,14,5484.22,1,UPI,508.46
BF01330,18-11-2023,Elizabeth Farrell,18-25,Other,Port David,Rhode Island,Somebody,Beauty,12014,50,6007,3,Gift Card,1191.28
BF01331,08-06-2024,Linda Snow MD,26-35,Female,Molinaport,Nebraska,Top,Toys,40740,30,28518,2,Credit Card,4469.32
BF01332,18-03-2024,Olivia Fletcher,18-25,Female,Melissaburgh,Virginia,Give,Electronics,43321,72,12129.88,3,Credit Card,1801.77
BF01333,27-02-2024,Sue Reynolds,26-35,Male,Brendanside,Texas,Change,Electronics,15726,41,9278.34,4,UPI,707.07
BF01334,13-09-2024,Seth Hernandez,60+,Female,Port Emilymouth,Kansas,Send,Home Appliances,21118,57,9080.74,2,Cash,1850.34
BF01335,03-01-2024,Alexis Guerrero,60+,Other,South Stephen,Oklahoma,Science,Electronics,13409,24,10190.84,3,Gift Card,1776.53
BF01336,21-03-2024,Joshua Hurst,26-35,Male,East Roy,Michigan,Whatever,Clothing,42331,11,37674.59,3,Gift Card,5321.13
BF01337,26-09-2024,Lisa Mcdaniel,36-45,Male,Jenniferstad,Hawaii,Recently,Home Appliances,34144,76,8194.56,1,Gift Card,438.24
BF01338,03-02-2024,Angela Gross,60+,Female,Brownmouth,Alabama,Look,Sports,12759,69,3955.29,4,Credit Card,635.24
BF01339,18-11-2023,Alexa Martinez,26-35,Female,Jilltown,Texas,Account,Home Appliances,49642,20,39713.6,3,Credit Card,6709.77
BF01340,16-09-2024,Joanne Wade,18-25,Other,Rileystad,New Mexico,Hair,Home Appliances,1324,37,834.12,2,Cash,97.21
BF01341,22-12-2023,Lisa Lopez,46-60,Male,Kellyside,Wisconsin,Evidence,Toys,3410,12,3000.8,4,UPI,661.08
BF01342,29-08-2024,Megan Greene,18-25,Other,Davischester,Washington,Attorney,Sports,27248,70,8174.4,2,Cash,732.06
BF01343,03-01-2024,Andre Jenkins,46-60,Male,New Michael,Washington,Decide,Toys,39957,50,19978.5,4,Cash,4196.63
BF01344,10-07-2024,Catherine Stevens,46-60,Female,South Donnaburgh,Ohio,Front,Beauty,28242,15,24005.7,4,Gift Card,1665.12
BF01345,05-03-2024,Sandy Smith,36-45,Male,Crawfordland,Nebraska,Try,Toys,23963,59,9824.83,1,Gift Card,2031.87
BF01346,29-11-2023,Vanessa Lamb,60+,Female,Port Jamesview,Alabama,Instead,Electronics,47394,12,41706.72,3,Cash,10012.06
BF01347,28-06-2024,Ms. Cassandra Malone PhD,36-45,Male,North Michaelhaven,Mississippi,Professor,Beauty,4400,77,1012,1,Cash,158.41
BF01348,20-12-2023,Karen Thomas,36-45,Other,South Joefort,Maryland,In,Home Appliances,23292,43,13276.44,1,Debit Card,2795.42
BF01349,24-11-2023,Jimmy Hart,60+,Male,Suzanneview,Georgia,Occur,Sports,17500,64,6300,3,Credit Card,1504.31
BF01350,24-04-2024,Lisa Martinez,26-35,Male,Courtneyfort,Montana,Interview,Home Appliances,31527,15,26797.95,4,Gift Card,3292.7
BF01351,30-06-2024,Michelle Owens,18-25,Other,Andersonchester,Colorado,Grow,Toys,9084,21,7176.36,1,Cash,1424.94
BF01352,17-05-2024,Jordan Parker,36-45,Other,New Lauraside,Hawaii,Option,Electronics,48600,46,26244,4,Debit Card,5906.76
BF01353,07-09-2024,Courtney Fleming,46-60,Other,East Andreabury,Idaho,Rate,Clothing,19656,58,8255.52,3,Gift Card,1933.16
BF01354,21-11-2023,Michele Weber,60+,Other,Hornburgh,Wisconsin,Enter,Beauty,10099,13,8786.13,4,Debit Card,1880.8
BF01355,26-06-2024,Emily Bailey,36-45,Male,Daybury,Nebraska,Million,Sports,19833,55,8924.85,2,Gift Card,792.6
BF01356,01-10-2024,Angela Page,46-60,Male,Fletchermouth,Wisconsin,Else,Sports,32463,31,22399.47,1,UPI,1694.25
BF01357,13-01-2024,Darlene Perez,26-35,Female,Joshualand,South Carolina,Practice,Home Appliances,895,33,599.65,3,Debit Card,89.14
BF01358,06-03-2024,Jessica Lambert,60+,Male,Lake Ronaldmouth,Utah,Myself,Toys,11742,15,9980.7,3,UPI,1188.95
BF01359,28-10-2023,John Garcia,18-25,Female,Murphyport,Florida,Democratic,Clothing,12228,61,4768.92,1,Gift Card,827.93
BF01360,10-01-2024,Anita Brooks,60+,Female,Dustinton,Minnesota,Campaign,Beauty,4676,15,3974.6,4,Cash,312.67
BF01361,13-11-2023,Matthew Crane,18-25,Male,Joyfort,Texas,Message,Toys,2868,59,1175.88,4,Gift Card,196.88
BF01362,16-09-2024,Lori Garcia,26-35,Female,Lake Kevin,Missouri,Case,Electronics,12192,75,3048,4,Gift Card,573.47
BF01363,28-01-2024,James Rodriguez,26-35,Female,Lake Larryburgh,South Dakota,Middle,Beauty,45338,72,12694.64,3,UPI,921.77
BF01364,04-07-2024,Brandon Johnson,36-45,Male,Port Michelleport,Minnesota,Democrat,Home Appliances,16725,52,8028,3,Credit Card,1397.62
BF01365,22-06-2024,Manuel Smith,60+,Male,East Mitchellburgh,Louisiana,Anything,Electronics,5925,14,5095.5,1,Gift Card,286.8
BF01366,02-12-2023,Melissa Hamilton,36-45,Other,Grayfurt,Kentucky,Current,Toys,11846,73,3198.42,4,Cash,728.95
BF01367,21-05-2024,Kimberly Garcia,36-45,Female,Jonathontown,Utah,Ball,Clothing,39285,26,29070.9,3,Credit Card,3901.78
BF01368,15-04-2024,Eric Simpson,36-45,Male,Joseshire,Missouri,Type,Toys,6453,67,2129.49,1,UPI,414.13
BF01369,19-10-2023,Andrew Miller,18-25,Male,Huffstad,Washington,Health,Electronics,14235,10,12811.5,2,UPI,1017.65
BF01370,19-02-2024,Elaine Gordon,36-45,Male,South Cynthiaside,Louisiana,Movie,Electronics,2791,37,1758.33,3,Debit Card,217.4
BF01371,24-04-2024,Jennifer Abbott,36-45,Male,New Adam,Arkansas,Organization,Sports,17170,11,15281.3,4,Debit Card,1490.07
BF01372,03-04-2024,Abigail Williamson,36-45,Female,Maynardton,North Dakota,Quality,Home Appliances,11019,63,4077.03,4,Credit Card,703.1
BF01373,22-09-2024,Lisa Reynolds,36-45,Male,South Gloriaview,Connecticut,Room,Electronics,3281,59,1345.21,4,Cash,330.47
BF01374,28-07-2024,Michael Graham,18-25,Other,Port Jesuston,Wyoming,Newspaper,Home Appliances,7975,58,3349.5,4,Debit Card,197.83
BF01375,28-10-2023,Krystal Morton,26-35,Female,Davidhaven,Utah,Thousand,Home Appliances,13168,46,7110.72,2,Gift Card,1025.65
BF01376,19-08-2024,Richard Mann,18-25,Other,Tiffanyborough,Delaware,Teacher,Clothing,39749,11,35376.61,1,Debit Card,5511.5
BF01377,16-01-2024,Lisa Jones,26-35,Other,Joshuatown,Mississippi,Growth,Home Appliances,40209,36,25733.76,3,Cash,5362.17
BF01378,15-07-2024,Ashley Medina,18-25,Female,East Cameron,Arkansas,Just,Electronics,8646,74,2247.96,1,Debit Card,443.82
BF01379,21-10-2023,Mariah Carlson,18-25,Male,New Jessicaburgh,North Dakota,Ground,Electronics,5548,61,2163.72,4,Debit Card,202.85
BF01380,13-02-2024,Heather Dickson,46-60,Male,Carolinemouth,Oklahoma,Sit,Electronics,10236,24,7779.36,3,Gift Card,1409
BF01381,20-01-2024,Philip Hendricks,18-25,Other,East Cheyenne,New York,Perhaps,Home Appliances,19408,73,5240.16,4,Debit Card,647.6
BF01382,25-12-2023,Donald White,18-25,Male,Claytonview,Idaho,Head,Electronics,46305,21,36580.95,3,UPI,3349.84
BF01383,26-12-2023,Natalie Shepard,36-45,Other,Burtonton,Utah,Image,Sports,45351,46,24489.54,1,Credit Card,5473.57
BF01384,30-09-2024,James Henderson,26-35,Female,Lake Thomashaven,Wyoming,East,Toys,28198,55,12689.1,3,Cash,971.57
BF01385,01-02-2024,Heather Andrews,46-60,Other,East Linda,Texas,High,Beauty,31527,28,22699.44,4,Credit Card,3670.09
BF01386,26-11-2023,Candace Evans,46-60,Other,Christineview,Arizona,Respond,Toys,10681,41,6301.79,1,Cash,523.42
BF01387,09-04-2024,Jeremy Roberts,26-35,Male,West Danielle,Rhode Island,National,Home Appliances,28131,20,22504.8,2,Gift Card,3997.38
BF01388,14-10-2023,Mrs. Amanda Wallace PhD,18-25,Male,Donnaberg,New York,Population,Electronics,47301,19,38313.81,4,Credit Card,2906.42
BF01389,07-12-2023,Dominique Reed,60+,Male,Dianeborough,California,Whole,Toys,23939,42,13884.62,3,UPI,789.8
BF01390,03-08-2024,Walter Singh,60+,Male,South Robin,California,Big,Clothing,18512,62,7034.56,2,Debit Card,1613.06
BF01391,04-12-2023,Lori Kidd,46-60,Female,New Hollymouth,Maryland,Little,Electronics,18030,63,6671.1,1,Gift Card,973.07
BF01392,02-09-2024,Marcia Schmidt,36-45,Female,Lake John,Delaware,Capital,Sports,41654,62,15828.52,2,Debit Card,846.37
BF01393,27-12-2023,Caitlin Jones,46-60,Male,Michaelchester,West Virginia,Pick,Home Appliances,35269,67,11638.77,2,Debit Card,1332.71
BF01394,24-09-2024,Christina Hebert,26-35,Other,West Amyshire,Oregon,Star,Sports,46629,70,13988.7,2,Credit Card,2814.47
BF01395,01-08-2024,Katherine Morton,18-25,Female,East Michael,Nebraska,Church,Sports,46354,13,40327.98,3,UPI,9319.54
BF01396,29-01-2024,Michael Becker,36-45,Other,Brianaview,Indiana,Cell,Toys,4660,44,2609.6,1,Gift Card,147.28
BF01397,09-12-2023,Holly West,46-60,Female,North Shawnfurt,South Carolina,Sign,Sports,42720,26,31612.8,4,Credit Card,7307.88
BF01398,15-11-2023,Jeffrey Adams,18-25,Male,New Staceyside,Florida,Enjoy,Beauty,7150,31,4933.5,3,Credit Card,545.2
BF01399,25-12-2023,Scott Mcdowell,36-45,Female,Brownfort,Hawaii,Business,Toys,13793,20,11034.4,4,Cash,1581.56
BF01400,08-12-2023,Vanessa Rhodes,60+,Female,Foxshire,Washington,Opportunity,Sports,1246,11,1108.94,4,Gift Card,216.01
BF01401,07-02-2024,David Henry,36-45,Male,Lake Georgeside,New Hampshire,Doctor,Home Appliances,11643,18,9547.26,4,Cash,534.1
BF01402,14-01-2024,Kristen Brady,60+,Other,South Jacqueline,Arkansas,Despite,Beauty,10941,33,7330.47,1,UPI,821.36
BF01403,28-10-2023,Paul Ho,26-35,Male,Martinside,Maine,Thus,Beauty,46713,38,28962.06,4,Gift Card,3961.25
BF01404,12-09-2024,Kevin Williams,26-35,Other,South Charlesland,Rhode Island,Some,Toys,1966,11,1749.74,4,Credit Card,435.1
BF01405,16-04-2024,Ashley Mendoza,60+,Other,Gibbsberg,Arizona,Woman,Home Appliances,7274,20,5819.2,4,Gift Card,555.67
BF01406,31-07-2024,Sara Vaughan,60+,Other,North Nicholas,New York,Role,Beauty,29823,65,10438.05,1,Gift Card,790.53
BF01407,21-01-2024,Reginald Fox,36-45,Female,Lake Frank,Texas,Manager,Home Appliances,13717,61,5349.63,1,Gift Card,721.24
BF01408,28-09-2024,Michael Salazar,36-45,Male,Hicksmouth,Hawaii,Several,Sports,32878,27,24000.94,4,Debit Card,1949.97
BF01409,03-12-2023,Chelsea Pope,26-35,Male,East Saramouth,Arkansas,Imagine,Sports,19430,17,16126.9,2,Debit Card,1127.48
BF01410,03-05-2024,Cesar Mason,36-45,Female,Austinchester,Ohio,Although,Clothing,12115,73,3271.05,1,Gift Card,476.04
BF01411,20-05-2024,Jonathan Reyes,18-25,Other,North Brianfort,Florida,Poor,Toys,11171,64,4021.56,2,Gift Card,749.33
BF01412,18-09-2024,Dana Cortez,60+,Female,Franciscoshire,Arkansas,General,Toys,30122,49,15362.22,3,Cash,1549.55
BF01413,10-07-2024,Felicia Miller,46-60,Female,Perryborough,Florida,Board,Home Appliances,3360,37,2116.8,1,Gift Card,259.52
BF01414,17-10-2023,Jennifer Pacheco,60+,Other,Colemanfurt,Hawaii,They,Home Appliances,15609,36,9989.76,2,Gift Card,1351.84
